28,881,1,1
29,69,1,1
29,256,1,2
29,444,1,2
29,631,1,1
29,819,1,1
29,913,1,2
30,6,1,2
30,194,1,2
30,288,1,1
30,381,1,1
30,569,1,1
30,756,1,2
30,944,1,2
31,131,1,2
31,506,1,1
31,694,1,2
31,881,25,1
33,7,1,1
33,7,1,2
33,382,1,2
33,569,1,2
33,757,1,1
33,944,1,1
34,132,1,2
34,319,1,2
34,507,1,1
34,694,1,1
34,882,1,2
35,69,1,2
35,257,1,1
35,444,1,1
35,632,6,1
35,819,6,2
36,7,6,1
36,194,6,2
36,382,1,1
36,569,1,1
36,757,1,2
36,944,1,2
37,132,1,1
37,319,1,1
37,507,1,2
37,694,1,2
37,882,1,1
38,69,1,2
38,257,1,1
38,444,1,1
38,632,12,2
39,7,1,1
39,382,1,1
39,475,1,2
39,663,1,1
39,757,1,2
39,944,1,1
40,38,1,2
40,225,1,1
40,319,1,2
40,507,1,2
40,601,1,2
40,694,1,1
40,882,1,2
40,976,1,1
41,163,1,2
41,257,1,1
41,444,1,2
41,538,1,1
41,819,12,2
42,382,1,1
42,476,1,2
42,663,1,1
42,757,1,2
42,944,1,1
43,38,1,2
43,226,1,1
43,319,1,2
43,507,12,1
43,882,1,2
43,976,1,1
44,163,1,1
44,257,1,2
44,444,1,2
44,538,1,1
44,726,1,2
44,819,1,2
45,7,1,1
45,194,1,2
45,382,50,1
46,882,1,2
47,69,1,1
47,257,1,2
47,444,1,2
47,632,1,1
47,819,1,1
47,913,1,2
48,7,1,2
48,194,1,2
48,288,1,1
48,382,1,1
48,570,1,2
48,757,1,1
48,945,1,1
49,132,1,2
49,320,1,2
49,507,1,1
49,695,1,1
49,882,1,2
50,70,1,1
50,257,1,2
50,445,1,2
50,632,1,1
50,820,1,1
51,7,1,2
51,195,1,1
51,382,1,2
51,570,1,2
51,663,1,1
51,757,12,1
52,132,12,2
52,507,12,1
52,882,25,2
53,632,1,1
54,382,1,1
54,382,1,2
55,132,1,2
55,507,1,1
55,882,25,2
56,632,12,1
57,7,12,2
57,382,25,1
58,132,25,2
58,882,1,1
59,70,1,1
59,164,1,2
59,351,1,2
59,445,1,1
59,632,1,1
59,726,1,2
59,914,1,2
60,7,1,1
60,195,1,1
60,289,1,2
60,476,1,2
60,570,1,1
60,757,1,1
60,851,1,2
61,39,1,2
61,132,1,1
61,414,1,1
61,695,1,2
62,70,1,2
62,257,1,1
62,445,1,1
62,632,1,2
62,820,1,2
62,914,1,2
63,7,1,1
63,195,1,1
63,289,1,1
63,382,1,2
63,570,1,2
63,664,1,2
63,757,1,1
63,945,1,1
64,39,1,1
64,132,1,2
64,320,1,2
64,508,1,1
64,883,1,2
65,70,1,2
65,164,1,1
65,351,1,1
65,445,1,2
65,633,1,2
65,726,1,1
65,914,1,1
66,8,1,2
66,195,1,2
66,289,1,1
66,476,1,1
66,570,1,2
66,758,1,2
66,851,1,1
67,39,1,1
67,133,1,2
67,414,1,1
67,695,1,1
68,70,1,1
68,258,1,2
68,445,1,2
68,633,1,1
68,820,1,1
68,914,1,2
69,8,1,2
69,195,1,2
69,289,1,1
69,383,1,1
69,570,1,1
69,664,1,2
69,758,1,2
69,945,1,2
70,133,12,1
70,508,12,2
70,883,1,2
71,258,1,1
71,633,1,2
71,914,1,2
72,195,1,1
72,383,1,1
72,664,1,2
72,758,1,1
73,133,1,2
73,414,1,1
73,695,1,1
73,883,1,2
74,70,1,1
74,258,1,2
74,445,1,2
74,633,1,1
74,820,1,1
74,914,1,1
75,8,1,2
75,195,1,2
75,289,1,2
75,383,1,1
75,570,1,1
75,664,1,1
75,758,1,2
75,945,1,2
76,133,12,1
76,508,12,2
76,883,12,1
77,258,1,2
77,445,1,2
77,539,1,1
77,633,1,2
77,820,1,1
77,914,1,2
78,8,1,1
78,195,1,2
78,383,1,1
78,570,1,1
78,758,1,2
78,945,1,2
79,133,1,1
79,320,1,1
79,508,1,2
79,695,1,2
79,883,1,1
80,70,1,1
80,164,1,1
80,258,1,2
80,446,1,2
80,539,1,2
80,633,1,1
80,914,1,1
81,196,1,1
81,383,1,1
81,383,1,2
81,758,1,1
81,758,1,2
82,133,1,2
82,133,1,1
82,508,12,2
82,883,1,1
83,71,1,1
83,258,1,2
83,446,1,2
83,633,1,1
83,821,1,1
84,8,1,2
84,196,1,2
84,383,1,1
84,571,1,1
84,758,1,2
84,946,1,2
85,133,1,1
85,321,1,1
85,508,1,2
85,696,1,2
85,789,1,2
85,883,1,1
86,71,1,1
86,446,1,1
86,821,1,2
87,8,1,1
87,383,25,2
87,383,25,1
88,508,1,1
