54,224,1,1
54,224,1,2
54,376,1,1
54,376,1,2
54,527,1,1
54,527,1,2
54,982,1,1
54,982,1,2
55,285,1,1
55,285,1,2
55,588,1,1
55,588,1,2
55,891,1,1
56,194,1,2
56,497,1,1
56,800,1,1
56,800,1,2
57,103,1,2
57,406,1,1
57,709,1,2
58,12,1,1
58,12,1,2
58,315,1,2
58,618,1,1
58,618,1,2
58,921,1,1
59,224,1,1
59,224,1,2
59,376,1,2
59,679,1,1
59,830,1,1
59,830,1,2
60,133,1,1
60,133,10,2
60,436,1,1
60,739,1,1
61,43,1,2
61,43,1,1
61,194,1,1
61,497,1,2
61,649,1,1
61,649,1,2
61,800,1,1
62,103,1,1
62,255,1,2
62,558,1,1
62,861,1,2
63,164,1,1
63,467,1,1
63,467,1,2
63,770,1,1
64,73,1,1
64,73,1,2
64,224,15,2
64,679,1,1
64,679,1,2
64,982,1,1
64,982,1,2
65,285,1,1
65,285,1,2
65,588,1,2
65,891,1,1
66,194,1,2
66,497,1,1
66,497,1,2
66,649,1,1
66,952,1,2
67,103,1,1
67,103,1,2
67,406,1,1
67,709,1,1
67,709,1,2
68,12,1,1
68,315,1,2
68,618,1,1
68,921,1,1
68,921,1,2
69,73,1,2
69,376,1,1
69,527,1,1
69,527,1,2
69,830,1,1
69,830,1,2
70,133,1,2
70,285,1,1
70,588,1,2
70,739,1,2
70,739,1,1
71,43,1,2
71,346,1,1
71,497,1,2
71,800,1,1
71,952,1,1
71,952,1,2
72,255,1,1
72,255,1,2
72,709,1,1
72,709,1,2
73,164,1,1
73,164,1,2
73,618,1,1
73,618,1,2
73,921,25,1
74,679,1,2
74,982,1,1
75,285,1,2
75,588,1,1
75,588,1,2
75,891,1,1
76,194,1,2
76,497,1,1
76,800,1,1
76,800,1,2
77,103,1,2
77,406,1,1
77,406,1,2
77,709,1,1
78,12,1,1
78,12,1,2
78,164,1,2
78,467,1,1
78,618,1,1
78,618,1,2
78,770,15,2
79,224,1,1
79,224,1,2
79,527,1,1
79,527,1,2
79,830,1,1
79,830,1,2
80,133,20,1
80,739,1,2
81,43,1,1
81,43,10,2
81,346,1,1
81,497,1,1
81,649,1,2
81,800,1,2
81,800,1,1
82,255,1,2
82,558,1,1
83,12,1,1
83,12,1,2
83,467,1,2
83,770,1,1
84,224,1,1
84,224,1,2
84,679,1,1
84,982,1,2
85,436,1,1
85,739,1,2
86,43,1,1
86,346,1,2
86,649,1,1
86,952,1,2
87,255,1,1
87,255,1,2
87,558,1,1
87,558,1,2
87,861,1,1
87,861,25,2
